,CumBOE,CumGas,CumOil,DrillType,Field,First6BOE,FirstProdDate,GrossPerforatedInterval,HorizontalLength,LowerPerforation,OperatorAlias,Range,TargetFormation,TotalDepth,Township,TreatmentJobCount,UpperPerforation,VerticalDepth,WellName,WellNumber,gel,sandmass,slick,xlinkgel
5123420670000,126488.0,401596.0,59555.0,H,WATTENBERG,62911.0,2016-07-01,4136.0,4605.9,10931.0,PDC ENERGY,63W,NIOBRARA,11029.0,04N,1.0,6795.0,6513.0,SATER,19E-203,0.0,3673897.4668441643,1.0,0.0
5123420700000,175071.0,606449.0,73996.0,H,WATTENBERG,57266.0,2016-06-01,5106.0,5389.58,12563.0,ANADARKO,65W,NIOBRARA,12665.0,02N,1.0,7457.0,7044.0,SUNFLOWER,8N-17HZ,0.0,3651164.1844732584,1.0,0.0
5123420720000,155948.0,551278.0,64068.0,H,WATTENBERG,53331.0,2016-06-01,4952.0,5489.65,12560.0,ANADARKO,65W,NIOBRARA,12664.0,02N,1.0,7608.0,7176.0,SUNFLOWER,25G-17HZ,0.0,3651164.184473259,1.0,0.0
5123420730000,187543.0,661111.0,77358.0,H,WATTENBERG,61313.0,2016-06-01,4992.0,5394.03,12544.0,ANADARKO,65W,NIOBRARA,12650.0,02N,1.0,7552.0,7145.0,SUNFLOWER,24N-17HZ,0.0,3651164.1844732584,1.0,0.0
5123420740000,145000.0,409842.0,76693.0,H,WATTENBERG,59115.0,2016-06-01,4810.0,5302.89,12389.0,ANADARKO,65W,NIOBRARA,12495.0,02N,1.0,7579.0,7072.0,SUNFLOWER,40N-17HZ,0.0,3651164.1844732584,1.0,0.0
5123420770000,103282.0,235710.0,63997.0,H,WATTENBERG,55823.0,2017-04-01,4008.0,3513.14,11723.0,ANADARKO,66W,NIOBRARA,11832.0,02N,1.0,7715.0,7267.0,THERMO,16N-33HZ,0.0,3651164.1844732584,1.0,0.0
5123421080000,90101.0,245001.0,49267.0,H,WATTENBERG,33295.0,2015-11-01,4175.0,6142.81,11300.0,BONANZA CREEK ENERGY,63W,NIOBRARA,11300.0,05N,1.0,7125.0,6345.0,NORTH PLATTE,P31-T34-34HNB,0.0,3512269.118010874,1.0,1.0
5123421280000,385560.0,607728.0,284272.0,H,WATTENBERG,164770.0,2016-08-01,9013.0,10004.06,15800.0,NOBLE ENERGY,62W,NIOBRARA,16090.0,05N,3.0,6787.0,6351.0,WELLS RANCH,AF05-635,0.0,15137395.345773304,1.0,0.0
5123421290000,467710.0,826007.0,330042.0,H,WATTENBERG,134253.0,2016-08-01,9230.0,9920.47,15744.0,NOBLE ENERGY,62W,NIOBRARA,16024.0,05N,2.0,6514.0,6355.0,WELLS RANCH,AF05-655,0.0,21361798.506165262,1.0,0.0
5123421330000,210250.0,438082.0,137236.0,H,WATTENBERG,95727.0,2016-08-01,8242.0,9349.97,15407.0,NOBLE ENERGY,62W,NIOBRARA,15550.0,05N,1.0,7165.0,6456.0,WELLS RANCH,AF05-685,0.0,14265930.744536461,1.0,0.0
5123421340000,453658.0,727715.0,332372.0,H,WATTENBERG,130327.0,2016-08-01,9254.0,9936.73,15878.0,NOBLE ENERGY,62W,NIOBRARA,16079.0,05N,2.0,6624.0,6449.0,WELLS RANCH,AF05-665,0.0,24792798.654473916,1.0,0.0
5123421360000,363795.0,602213.0,263426.0,H,WATTENBERG,152000.0,2016-08-01,8988.0,9939.81,15733.0,NOBLE ENERGY,62W,NIOBRARA,16040.0,05N,3.0,6745.0,6417.0,WELLS RANCH,AF05-625,0.0,15191667.004803726,1.0,0.0
5123421400000,426614.0,745438.0,302374.0,H,WATTENBERG,208026.0,2016-10-01,9366.0,9946.64,15860.0,NOBLE ENERGY,62W,NIOBRARA,16168.0,05N,2.0,6494.0,6436.0,WELLS RANCH,AF05-645,0.0,24634136.054405056,1.0,0.0
5123421420000,314080.0,634030.0,208408.0,H,WATTENBERG,122308.0,2016-11-01,10381.0,11103.03,17795.0,ANADARKO,65W,NIOBRARA,17903.0,02N,1.0,7414.0,7044.0,COOK,36N-28HZ,0.0,7898620.862413924,1.0,0.0
5123421430000,199661.0,594574.0,100565.0,H,WATTENBERG,74609.0,2016-11-01,4962.0,4622.28,12505.0,ANADARKO,65W,NIOBRARA,12610.0,02N,1.0,7543.0,7084.0,COOK,28N-16HZ,0.0,3797291.1062725694,1.0,0.0
5123421440000,274117.0,717470.0,154539.0,H,WATTENBERG,108775.0,2016-11-01,8108.0,11002.01,15521.0,ANADARKO,65W,NIOBRARA,17885.0,02N,1.0,7413.0,7098.0,COOK,37N-28HZ,0.0,6182470.316496339,1.0,0.0
5123421450000,193133.0,611398.0,91233.0,H,WATTENBERG,72873.0,2016-11-01,5018.0,4713.26,12560.0,ANADARKO,65W,NIOBRARA,12669.0,02N,1.0,7542.0,7078.0,COOK,2N-16HZ,0.0,3847076.456289628,1.0,0.0
5123421460000,176380.0,574472.0,80635.0,H,WATTENBERG,72152.0,2016-11-01,4876.0,4643.44,12501.0,ANADARKO,65W,NIOBRARA,12606.0,02N,1.0,7625.0,7035.0,COOK,2G-16HZ,0.0,1834266.1318476805,1.0,0.0
5123421470000,194661.0,597400.0,95094.0,H,WATTENBERG,72511.0,2016-08-01,5147.0,4750.71,12667.0,ANADARKO,65W,NIOBRARA,12775.0,02N,1.0,7520.0,7066.0,ALVIN,2N-29HZ,0.0,3651164.1844732584,1.0,0.0
5123421480000,173434.0,527956.0,85441.0,H,WATTENBERG,67296.0,2016-08-01,5020.0,4704.91,12643.0,ANADARKO,65W,NIOBRARA,12751.0,02N,1.0,7623.0,7128.0,ALVIN,28N-29HZ,0.0,3651164.1844732584,1.0,0.0
5123421870000,223328.0,510915.0,138175.0,H,WATTENBERG,116854.0,2016-08-01,3818.0,5327.94,10783.0,NOBLE ENERGY,63W,NIOBRARA,11984.0,06N,2.0,6965.0,6672.0,WELLS RANCH,AA22-665,0.0,20612197.269949254,1.0,0.0
5123422040000,92024.0,158146.0,65666.0,H,WATTENBERG,39761.0,2016-03-01,4192.0,4670.01,10902.0,BONANZA CREEK ENERGY,61W,NIOBRARA,10971.0,05N,1.0,6710.0,6113.0,PRONGHORN,A-E-22HNB,0.0,5066730.942574077,1.0,1.0
5123422070000,156781.0,490004.0,75114.0,H,WATTENBERG,60319.0,2016-08-01,5088.0,4922.99,12617.0,ANADARKO,65W,NIOBRARA,12735.0,02N,1.0,7529.0,7041.0,ALVIN,27N-29HZ,0.0,3651164.1844732584,1.0,0.0
5123422080000,186142.0,514419.0,100406.0,H,WATTENBERG,65999.0,2016-08-01,5150.0,4867.02,12684.0,ANADARKO,65W,NIOBRARA,12795.0,02N,1.0,7534.0,7109.0,ALVIN,1N-29HZ,0.0,3651164.1844732584,1.0,0.0
5123422090000,171455.0,522833.0,84316.0,H,WATTENBERG,65323.0,2016-08-01,4957.0,4992.42,12663.0,ANADARKO,65W,NIOBRARA,12833.0,02N,1.0,7706.0,7117.0,ALVIN,27G-29HZ,0.0,3651164.1844732584,1.0,0.0
5123422270000,75346.0,229357.0,37120.0,H,WATTENBERG,35473.0,2016-08-01,4063.0,5016.8,11597.0,PDC ENERGY,67W,NIOBRARA,11683.0,04N,1.0,7534.0,6926.0,LAJCO,17U-203,0.0,4028979.3171222056,1.0,1.0
5123422280000,70960.0,226492.0,33211.0,H,WATTENBERG,35323.0,2016-08-01,4085.0,4686.65,11419.0,PDC ENERGY,67W,NIOBRARA,11477.0,04N,1.0,7334.0,6924.0,LAJCO,17R-223,0.0,4028979.3171222056,1.0,1.0
5123422310000,72416.0,201491.0,38834.0,H,WATTENBERG,37570.0,2016-08-01,4064.0,4413.09,11398.0,PDC ENERGY,67W,NIOBRARA,11465.0,04N,1.0,7334.0,7010.0,LAJCO,17M-323,0.0,4028979.3171222056,1.0,1.0
5123422320000,84886.0,258796.0,41753.0,H,WATTENBERG,41430.0,2016-08-01,4075.0,4461.32,11309.0,PDC ENERGY,67W,NIOBRARA,11435.0,04N,1.0,7234.0,6909.0,LAJCO,17R-243,0.0,4028979.317122205,1.0,1.0
5123422330000,86678.0,237942.0,47021.0,H,WATTENBERG,40807.0,2016-08-01,4085.0,4878.21,11569.0,PDC ENERGY,67W,NIOBRARA,11663.0,04N,1.0,7484.0,7023.0,LAJCO,17U-343,0.0,4028979.317122205,1.0,1.0
5123422340000,76443.0,259180.0,33246.0,H,WATTENBERG,36596.0,2016-08-01,4074.0,4611.52,11408.0,PDC ENERGY,67W,NIOBRARA,11472.0,04N,1.0,7334.0,7017.0,LAJCO,17R-303,0.0,4028979.3171222056,1.0,1.0
5123422350000,273866.0,710140.0,155509.0,H,WATTENBERG,102182.0,2016-10-01,10306.0,11066.83,17712.0,ANADARKO,65W,NIOBRARA,17917.0,02N,1.0,7406.0,7039.0,COOK,16N-28HZ,0.0,7837469.403178451,1.0,0.0
5123422360000,266777.0,749535.0,141855.0,H,WATTENBERG,91945.0,2016-10-01,9125.0,11144.51,16569.0,ANADARKO,65W,NIOBRARA,18006.0,02N,1.0,7444.0,7092.0,COOK,38N-28HZ,0.0,6957261.173737209,1.0,0.0
5123422370000,155886.0,543244.0,65345.0,H,WATTENBERG,51808.0,2016-10-01,4626.0,4559.9,12246.0,ANADARKO,65W,NIOBRARA,12450.0,02N,1.0,7620.0,6966.0,COOK,26G-16HZ,0.0,3542132.7173587363,1.0,0.0
5123422380000,153231.0,498606.0,70130.0,H,WATTENBERG,57756.0,2016-10-01,4729.0,4569.4,12287.0,ANADARKO,65W,NIOBRARA,12490.0,02N,1.0,7558.0,7052.0,COOK,1N-16HZ,0.0,1762375.6904113689,1.0,0.0
5123422410000,193699.0,572040.0,98359.0,H,WATTENBERG,67085.0,2016-10-01,4763.0,4644.9,12349.0,ANADARKO,65W,NIOBRARA,12563.0,02N,1.0,7586.0,7072.0,COOK,27N-16HZ,0.0,3653874.6796928477,1.0,0.0
5123422640000,201167.0,441047.0,127659.0,H,WATTENBERG,112379.0,2016-09-01,4727.0,5402.38,11733.0,NOBLE ENERGY,63W,NIOBRARA,11828.0,06N,1.0,7006.0,6682.0,WELLS RANCH,AA22-612,0.0,6942427.358180672,1.0,0.0
5123422660000,200682.0,388947.0,135858.0,H,WATTENBERG,99429.0,2016-09-01,8637.0,9502.83,15764.0,NOBLE ENERGY,63W,NIOBRARA,15931.0,06N,2.0,7127.0,6634.0,WELLS RANCH,AA22-617,0.0,5317325.199578098,1.0,0.0
5123422700000,184971.0,440287.0,111590.0,H,WATTENBERG,99735.0,2016-09-01,4764.0,5355.56,11804.0,NOBLE ENERGY,63W,NIOBRARA,11877.0,06N,2.0,7040.0,6700.0,WELLS RANCH,AA22-631,0.0,19616956.875344947,1.0,0.0
5123423000000,199206.0,519204.0,112672.0,H,WATTENBERG,82752.0,2017-01-01,5233.0,4396.56,12975.0,ANADARKO,66W,NIOBRARA,13090.0,02N,1.0,7742.0,7285.0,LAND,36N-32HZ,0.0,3651164.1844732584,1.0,0.0
5123423010000,178547.0,469724.0,100260.0,H,WATTENBERG,79044.0,2017-01-01,5060.0,4262.83,12768.0,ANADARKO,66W,NIOBRARA,12962.0,02N,1.0,7708.0,7276.49,LAND,37N-32HZ,0.0,3651164.1844732584,1.0,0.0
5123423030000,146470.0,393487.0,80888.0,H,WATTENBERG,71291.0,2017-01-01,4843.0,4304.44,12582.0,ANADARKO,66W,NIOBRARA,12754.0,02N,1.0,7739.0,7334.0,LAND,15N-32HZ,0.0,3651164.184473259,1.0,0.0
5123423060000,214983.0,467771.0,137021.0,H,WATTENBERG,121826.0,2016-08-01,4708.0,5938.07,11856.0,NOBLE ENERGY,63W,NIOBRARA,11934.0,06N,1.0,7148.0,6673.0,WELLS RANCH,AA22-674,0.0,7277601.2420375,1.0,0.0
5123423070000,212045.0,470327.0,133657.0,H,WATTENBERG,107762.0,2016-08-01,4906.0,5964.44,11987.0,NOBLE ENERGY,63W,NIOBRARA,12065.0,06N,1.0,7081.0,6613.0,WELLS RANCH,AA22-683,0.0,7233918.268410742,1.0,0.0
5123423160000,132978.0,492432.0,50905.0,H,WATTENBERG,71450.0,2016-09-01,4202.0,4426.98,11991.0,EXTRACTION O&G,68W,NIOBRARA,12050.0,02N,1.0,7789.0,7328.0,JOHNSON TRUST,6,0.0,4626801.343302805,1.0,1.0
5123423180000,131586.0,482898.0,51103.0,H,WATTENBERG,68262.0,2016-09-01,4191.0,4870.69,12326.0,EXTRACTION O&G,68W,NIOBRARA,12386.0,02N,1.0,8135.0,7312.0,JOHNSON TRUST,2,0.0,4632114.718434398,1.0,1.0
5123423200000,133147.0,498525.0,50059.0,H,WATTENBERG,70799.0,2016-09-01,4217.0,4635.01,12147.0,EXTRACTION O&G,68W,NIOBRARA,12206.0,02N,1.0,7930.0,7323.0,JOHNSON TRUST,4,0.0,4594498.783887664,1.0,1.0
5123423220000,76442.0,211080.0,41262.0,H,WATTENBERG,41138.0,2016-07-01,3978.0,4778.87,11560.0,PDC ENERGY,67W,NIOBRARA,11649.0,04N,1.0,7582.0,7006.0,SPAUR,10T-201,0.0,3404948.1084974385,1.0,1.0
5123423230000,81630.0,250333.0,39908.0,H,WATTENBERG,42021.0,2016-08-01,3995.0,4526.21,11379.0,PDC ENERGY,67W,NIOBRARA,11449.0,04N,1.0,7384.0,7009.0,SPAUR,10Q-241,0.0,4028979.3171222056,1.0,1.0
5123423240000,72783.0,207327.0,38229.0,H,WATTENBERG,40769.0,2016-08-01,4013.0,4801.53,11547.0,PDC ENERGY,67W,NIOBRARA,11637.0,04N,1.0,7534.0,7023.0,SPAUR,10i-201,0.0,4028979.3171222056,1.0,1.0
5123423250000,82146.0,220598.0,45380.0,H,WATTENBERG,44795.0,2016-07-01,4077.0,5172.76,11861.0,PDC ENERGY,67W,NIOBRARA,11951.0,04N,1.0,7784.0,7004.0,SPAUR,10Y-241,0.0,3372029.0979309175,1.0,1.0
5123423270000,75981.0,242685.0,35534.0,H,WATTENBERG,41238.0,2016-08-01,4066.0,4585.56,11400.0,PDC ENERGY,67W,NIOBRARA,11466.0,04N,1.0,7334.0,7020.0,SPAUR,10L-241,0.0,4028979.317122205,1.0,1.0
5123423280000,83269.0,255159.0,40742.0,H,WATTENBERG,44298.0,2016-08-01,4172.0,4681.09,11606.0,PDC ENERGY,67W,NIOBRARA,11668.0,04N,1.0,7434.0,7080.83,SPAUR,10i-321,0.0,4028979.317122205,1.0,1.0
5123423290000,80526.0,257463.0,37615.0,H,WATTENBERG,42631.0,2016-08-01,4152.0,4472.72,11462.0,PDC ENERGY,67W,NIOBRARA,11530.0,04N,1.0,7310.0,7086.0,SPAUR,10L-321,0.0,4028979.317122205,1.0,1.0
5123423310000,82039.0,252148.0,40014.0,H,WATTENBERG,43539.0,2016-08-01,4156.0,4527.7,11437.0,PDC ENERGY,67W,NIOBRARA,11495.0,04N,1.0,7281.0,7073.0,SPAUR,10L-301,0.0,4028979.317122205,1.0,1.0
5123423320000,89914.0,266829.0,45443.0,H,WATTENBERG,45055.0,2016-07-01,4022.0,4477.58,11262.0,PDC ENERGY,67W,NIOBRARA,11340.0,04N,1.0,7240.0,7115.0,SPAUR,10Q-321,0.0,3727699.408287036,1.0,1.0
5123423330000,73522.0,242383.0,33125.0,H,WATTENBERG,40837.0,2016-08-01,3958.0,4458.02,11341.0,PDC ENERGY,67W,NIOBRARA,11402.0,04N,1.0,7383.0,6990.0,SPAUR,10L-201,0.0,4028979.317122205,1.0,1.0
5123423340000,90401.0,228064.0,52390.0,H,WATTENBERG,48028.0,2016-07-01,4221.0,4998.04,11730.0,PDC ENERGY,67W,NIOBRARA,11800.0,04N,1.0,7509.0,7097.0,SPAUR,10T-321,0.0,3907498.4604453896,1.0,1.0
5123423350000,90032.0,255033.0,47526.0,H,WATTENBERG,45644.0,2016-07-01,3999.0,4584.53,11433.0,PDC ENERGY,67W,NIOBRARA,11545.0,04N,1.0,7434.0,7021.0,SPAUR,10T-241,0.0,3645048.2513085734,1.0,1.0
5123423360000,98260.0,279670.0,51648.0,H,WATTENBERG,48421.0,2016-07-01,4192.0,4667.67,11626.0,PDC ENERGY,67W,NIOBRARA,11706.0,04N,1.0,7434.0,7116.0,SPAUR,10T-301,0.0,3920992.8049379857,1.0,1.0
5123423500000,120265.0,206806.0,85798.0,H,WATTENBERG,50263.0,2016-02-01,6741.0,6706.76,13343.0,BONANZA CREEK ENERGY,61W,NIOBRARA,13343.0,05N,1.0,6602.0,6033.0,STATE PRONGHORN,42-32-31MRLNB,0.0,7825894.410791847,1.0,1.0
5123423510000,137354.0,232419.0,98617.0,H,WATTENBERG,52622.0,2016-02-01,5129.0,5477.74,11989.0,BONANZA CREEK ENERGY,61W,NIOBRARA,11989.0,05N,2.0,6860.0,6044.0,STATE PRONGHORN,W-32-31MRLNB,0.0,6881243.4628410125,1.0,1.0
5123423520000,129742.0,242158.0,89382.0,H,WATTENBERG,41122.0,2016-01-01,6596.0,6695.24,13250.0,BONANZA CREEK ENERGY,61W,NIOBRARA,13250.0,05N,1.0,6654.0,6042.0,STATE PRONGHORN,41-32-31MRLNB,0.0,7438894.648708637,1.0,1.0
5123423530000,133805.0,268594.0,89040.0,H,WATTENBERG,60004.0,2016-02-01,6692.0,6669.97,13155.0,BONANZA CREEK ENERGY,61W,NIOBRARA,13155.0,05N,1.0,6463.0,6020.0,STATE PRONGHORN,V-32-31MRLNB,0.0,7703082.23191721,1.0,1.0
5123423550000,96824.0,225023.0,59320.0,H,WATTENBERG,53841.0,2016-06-01,4030.0,5152.22,11845.0,EXTRACTION O&G,65W,NIOBRARA,11905.0,06N,1.0,7815.0,6998.0,JANSSEN,1,0.0,4769540.219248526,1.0,1.0
5123423560000,73628.0,203703.0,39677.0,H,WATTENBERG,40538.0,2016-06-01,3859.0,4785.35,11310.0,EXTRACTION O&G,65W,NIOBRARA,11377.0,06N,1.0,7451.0,7075.0,JANSSEN,6,0.0,4596646.442575822,1.0,1.0
5123423580000,106366.0,273438.0,60793.0,H,WATTENBERG,58825.0,2016-06-01,3700.0,4595.95,11120.0,EXTRACTION O&G,65W,NIOBRARA,11183.0,06N,1.0,7420.0,7012.0,JANSSEN,10,0.0,4290612.921544632,1.0,1.0
5123423600000,86207.0,231772.0,47578.0,H,WATTENBERG,48267.0,2016-06-01,3997.0,5018.51,11634.0,EXTRACTION O&G,65W,NIOBRARA,11695.0,06N,1.0,7637.0,7032.0,JANSSEN,3,0.0,4636460.737332624,1.0,1.0
5123423610000,77608.0,201028.0,44103.0,H,WATTENBERG,48240.0,2016-06-01,3798.0,4697.33,11189.0,EXTRACTION O&G,65W,NIOBRARA,11255.0,06N,1.0,7391.0,6998.0,JANSSEN,7,0.0,4157784.3115127794,1.0,1.0
5123423640000,99792.0,261292.0,56243.0,H,WATTENBERG,56398.0,2016-06-01,3730.0,4638.68,11215.0,EXTRACTION O&G,65W,NIOBRARA,11720.0,06N,1.0,7485.0,6988.0,JANSSEN,9,0.0,4393272.182917676,1.0,1.0
5123423650000,93528.0,215857.0,57551.0,H,WATTENBERG,54841.0,2016-06-01,3626.0,4578.58,10945.0,EXTRACTION O&G,65W,NIOBRARA,11000.0,06N,1.0,7319.0,7020.0,JANSSEN,12,0.0,4297580.15581446,1.0,1.0
5123423660000,73934.0,192297.0,41884.0,H,WATTENBERG,41569.0,2016-06-01,3931.0,4887.35,11521.0,EXTRACTION O&G,65W,NIOBRARA,11572.0,06N,1.0,7590.0,7055.0,JANSSEN,4,0.0,4650668.25249674,1.0,1.0
5123423890000,154140.0,365672.0,93195.0,H,WATTENBERG,71049.0,2017-03-01,4917.0,4243.84,12815.0,ANADARKO,66W,NIOBRARA,12926.0,02N,1.0,7898.0,7211.0,LAND,14N-32HZ,0.0,3651164.1844732584,1.0,0.0
5123423900000,121777.0,298485.0,72029.0,H,WATTENBERG,63379.0,2017-03-01,5117.0,4200.04,12923.0,ANADARKO,66W,NIOBRARA,13035.0,02N,1.0,7806.0,7281.0,LAND FED,3N-32HZ,0.0,3651164.1844732584,1.0,0.0
5123423920000,147172.0,333227.0,91634.0,H,WATTENBERG,72161.0,2017-03-01,4986.0,6307.28,12793.0,ANADARKO,66W,NIOBRARA,12905.0,02N,1.0,7807.0,7267.0,LAND FED,35N-29HZ,0.0,3651164.1844732584,1.0,0.0
5123423930000,170624.0,391165.0,105430.0,H,WATTENBERG,74389.0,2017-03-01,5040.0,6317.54,12870.0,ANADARKO,66W,NIOBRARA,12985.0,02N,1.0,7830.0,7265.0,LAND FED,29N-29HZ,0.0,3651164.184473259,1.0,0.0
5123423940000,181732.0,482764.0,101271.0,H,WATTENBERG,78884.0,2017-03-01,5127.0,6349.48,12837.0,ANADARKO,66W,NIOBRARA,12948.0,02N,1.0,7710.0,7218.0,LAND,28N-29HZ,0.0,3651164.1844732584,1.0,0.0
5123423960000,170318.0,366504.0,109234.0,H,WATTENBERG,80892.0,2017-03-01,4760.0,4280.27,12572.0,ANADARKO,66W,NIOBRARA,12681.0,02N,1.0,7812.0,7206.0,LAND FED,34N-32HZ,0.0,3651164.1844732584,1.0,0.0
5123423980000,161972.0,327314.0,107420.0,H,WATTENBERG,77583.0,2017-03-01,5135.0,6389.61,12796.0,ANADARKO,66W,NIOBRARA,12910.0,02N,1.0,7661.0,7193.0,LAND FED,30N-29HZ,0.0,1500752.1390508094,1.0,0.0
5123424000000,167727.0,382806.0,103926.0,H,WATTENBERG,78444.0,2017-03-01,5041.0,4222.7,12939.0,ANADARKO,66W,NIOBRARA,13050.0,02N,1.0,7898.0,7319.0,LAND FED,13N-32HZ,0.0,3651164.184473258,1.0,0.0
5123424210000,219328.0,490619.0,137558.0,H,WATTENBERG,124059.0,2016-09-01,4802.0,5336.41,11722.0,NOBLE ENERGY,63W,NIOBRARA,11920.0,06N,1.0,6920.0,6693.0,WELLS RANCH,AA22-645,0.0,11346534.814269038,1.0,0.0
5123424220000,237050.0,566954.0,142557.0,H,WATTENBERG,135315.0,2016-09-01,4807.0,5339.58,11622.0,NOBLE ENERGY,63W,NIOBRARA,11825.0,06N,2.0,6815.0,6626.0,WELLS RANCH,AA22-650,0.0,11392479.206132555,1.0,0.0
5123424230000,208262.0,499653.0,124986.0,H,WATTENBERG,128950.0,2016-09-01,4771.0,5362.74,11686.0,NOBLE ENERGY,63W,NIOBRARA,11889.0,06N,1.0,6915.0,6635.0,WELLS RANCH,AA22-636,0.0,11207786.473419063,1.0,0.0
5123424240000,252904.0,635406.0,147003.0,H,WATTENBERG,137710.0,2016-08-01,4823.0,5330.1,11693.0,NOBLE ENERGY,63W,NIOBRARA,11900.0,06N,2.0,6870.0,6640.0,WELLS RANCH,AA22-670,0.0,10620016.887303049,1.0,0.0
5123424520000,99780.0,176371.0,70385.0,H,WATTENBERG,67242.0,2017-09-01,8264.0,8542.32,15955.0,ANADARKO,65W,NIOBRARA,16151.0,02N,1.0,7691.0,6984.0,GUEST,4N-25HZ,0.0,6496959.921186384,1.0,0.0
5123424530000,110080.0,238326.0,70359.0,H,WATTENBERG,80874.0,2017-09-01,8083.0,8599.56,15476.0,ANADARKO,65W,NIOBRARA,15674.0,02N,1.0,7393.0,6967.0,GUEST,4N-12HZ,0.0,6185147.79978515,1.0,0.0
5123424540000,126089.0,183023.0,95585.0,H,WATTENBERG,126088.0,2017-11-01,8486.0,8540.13,15856.0,ANADARKO,65W,NIOBRARA,16054.0,02N,1.0,7370.0,6985.0,GUEST,28N-25HZ,0.0,6279679.488160081,1.0,0.0
5123424560000,102892.0,172881.0,74078.0,H,WATTENBERG,102891.0,2017-11-01,8457.0,8532.71,15949.0,ANADARKO,65W,NIOBRARA,16140.0,02N,1.0,7492.0,6999.0,GUEST,29N-25HZ,0.0,6257313.944177835,1.0,0.0
5123424570000,97243.0,205486.0,62995.0,H,WATTENBERG,97242.0,2017-11-01,7980.0,8563.93,15380.0,ANADARKO,65W,NIOBRARA,15510.0,02N,1.0,7400.0,6865.0,GUEST,3N-12HZ,0.0,5868433.595463472,1.0,0.0
5123424580000,111314.0,231304.0,72763.0,H,WATTENBERG,111313.0,2017-11-01,8159.0,8556.19,15518.0,ANADARKO,65W,NIOBRARA,15710.0,02N,1.0,7359.0,6966.0,GUEST,29N-12HZ,0.0,6037350.859029859,1.0,0.0
5123424590000,99650.0,226374.0,61921.0,H,WATTENBERG,72904.0,2017-09-01,8058.0,8604.07,15489.0,ANADARKO,65W,NIOBRARA,15685.0,02N,1.0,7431.0,6997.0,GUEST,30N-12HZ,0.0,6174497.824335301,1.0,0.0
5123424600000,126828.0,241895.0,86512.0,H,WATTENBERG,94243.0,2017-09-01,8540.0,8555.98,16049.0,ANADARKO,65W,NIOBRARA,16245.0,02N,1.0,7509.0,6999.0,GUEST,30N-25HZ,0.0,6525209.25756543,1.0,0.0
5123424790000,85316.0,155565.0,59389.0,H,WATTENBERG,53747.0,2017-06-01,4394.0,4286.12,11120.0,BONANZA CREEK ENERGY,63W,NIOBRARA,11120.0,05N,1.0,6726.0,6413.02,NORTH PLATTE,Y44-U41-13HNC,0.0,3971200.320395443,1.0,1.0
5123424800000,97005.0,182660.0,66562.0,H,WATTENBERG,59148.0,2017-06-01,4512.0,4313.87,11130.0,BONANZA CREEK ENERGY,63W,NIOBRARA,11130.0,05N,2.0,6618.0,6345.83,NORTH PLATTE,Y-U-13HNB,0.0,3971200.320395443,1.0,1.0
5123424820000,89955.0,166370.0,62226.0,H,WATTENBERG,67356.0,2017-07-01,4343.0,4496.46,11240.0,BONANZA CREEK ENERGY,63W,NIOBRARA,11240.0,05N,1.0,6897.0,6344.36,NORTH PLATTE,T34-P31-13HNB,0.0,3971200.320395443,1.0,1.0
5123425400000,148658.0,274939.0,102834.0,H,WATTENBERG,88399.0,2017-07-01,9651.0,10383.43,17621.0,ANADARKO,67W,NIOBRARA,17817.0,01N,1.0,7970.0,7481.0,MEESE,16N-35HZ,0.0,3651164.1844732584,1.0,0.0
5123425410000,98882.0,198629.0,65777.0,H,WATTENBERG,57571.0,2017-07-01,5684.0,5615.74,13834.0,ANADARKO,67W,NIOBRARA,13944.0,01N,1.0,8150.0,7456.0,MEESE,26N-14HZ,0.0,3651164.1844732584,1.0,0.0
5123425420000,108279.0,212088.0,72931.0,H,WATTENBERG,62633.0,2017-07-01,5758.0,5612.74,13718.0,ANADARKO,67W,NIOBRARA,13850.0,01N,1.0,7960.0,7448.0,MEESE,1N-14HZ,0.0,3651164.1844732584,1.0,0.0
5123425430000,131783.0,312369.0,79721.0,H,WATTENBERG,74788.0,2017-07-01,5961.0,5641.28,13784.0,ANADARKO,67W,NIOBRARA,13920.0,01N,1.0,7823.0,7410.0,MEESE,27N-14HZ,0.0,3651164.1844732584,1.0,0.0
5123425620000,80255.0,161802.0,53288.0,H,WATTENBERG,58371.0,2017-08-01,5816.0,5685.16,13987.0,ANADARKO,67W,NIOBRARA,14100.0,01N,1.0,8171.0,7466.0,PUMA FED,30N-14HZ,0.0,3651164.1844732584,1.0,0.0
5123425630000,76684.0,137929.0,53696.0,H,WATTENBERG,54759.0,2017-08-01,5641.0,5674.38,13800.0,ANADARKO,67W,NIOBRARA,13913.0,01N,1.0,8159.0,7356.0,PUMA FED,4N-14HZ,0.0,3651164.1844732584,1.0,0.0
5123425670000,121301.0,239916.0,81315.0,H,WATTENBERG,81992.0,2017-08-01,9665.0,10394.02,17693.0,ANADARKO,67W,NIOBRARA,17887.0,01N,1.0,8028.0,7481.0,PUMA FED,34N-35HZ,0.0,3651164.1844732584,1.0,0.0
5123425690000,116053.0,233041.0,77213.0,H,WATTENBERG,78578.0,2017-08-01,9544.0,10382.04,17593.0,ANADARKO,67W,NIOBRARA,17790.0,01N,1.0,8049.0,7618.0,PUMA FED,13N-35HZ,0.0,3651164.1844732584,1.0,0.0
