,CumBOE,CumGas,CumOil,DrillType,Field,First6BOE,FirstProdDate,GrossPerforatedInterval,HorizontalLength,LowerPerforation,OperatorAlias,Range,TargetFormation,TotalDepth,Township,TreatmentJobCount,UpperPerforation,VerticalDepth,WellName,WellNumber,gel,sandmass,slick,xlinkgel
5001098010000,188242.0,273498.0,142659.0,H,WATTENBERG,46241.0,2015-01-01,,2247.84,,WARD PETR,67W,CODELL,10161.0,01S,1.0,,7774.0,SHARP,24-3-11HC,0.0,2533880.960390808,1.0,1.0
5001097850000,22828.0,39256.0,16285.0,H,THIRD CREEK,7094.0,2014-06-01,,4499.09,,EXTRACTION O&G,66W,NIOBRARA,12177.31,01S,1.0,,7576.73,STATE OF CO,1S-66-36-1609CH,0.0,3274332.4408224076,1.0,1.0
5001097830000,23909.0,44706.0,16458.0,H,THIRD CREEK,8304.0,2014-06-01,,4556.06,,EXTRACTION O&G,66W,NIOBRARA,12164.98,01S,1.0,,7511.68,STATE OF CO,1S-66-36-0108BH,0.0,3045143.183807207,1.0,1.0
5001097820000,21407.0,45118.0,13887.0,H,WATTENBERG,7118.0,2014-06-01,,4525.4,,EXTRACTION O&G,66W,NIOBRARA,12194.7,01S,1.0,,7574.72,STATE OF CO,1S-66-36-0108CH,0.0,2784210.5591254295,1.0,1.0
5001097810000,31084.0,65779.0,20121.0,H,THIRD CREEK,10385.0,2014-06-01,,4504.51,,EXTRACTION O&G,66W,NIOBRARA,12117.48,01S,1.0,,7513.7,STATE OF CO,1S-66-36-1609BH,0.0,3056162.09867342,1.0,1.0
5001097800000,17477.0,17110.0,14625.0,H,THIRD CREEK,6927.0,2014-06-01,,4512.42,,EXTRACTION O&G,66W,CODELL,12347.0,01S,1.0,,7737.69,STATE OF CO,1-66-36-1609CDH,0.0,3144599.9418157577,1.0,1.0
5001097780000,179792.0,495129.0,97271.0,H,SPINDLE,60797.0,2014-04-01,,4200.24,,WARD PETR,68W,CODELL,12601.0,01S,1.0,,8018.0,AFTON,12-16H-4,0.0,2663777.655416646,1.0,1.0
5001097770000,58379.0,195049.0,25871.0,H,SPINDLE,22572.0,2015-10-01,,4529.93,,GREAT WESTERN OPERATING,67W,NIOBRARA,12835.0,01S,1.0,,8045.0,WILLOW BEND LD,18-366HC,0.0,3443318.6718340553,0.0,0.0
5001097750000,44004.0,186020.0,13001.0,H,SPINDLE,15686.0,2015-10-01,,4490.44,,GREAT WESTERN OPERATING,67W,NIOBRARA,12482.0,01S,1.0,,7826.0,WILLOW BEND LD,18-37HN,0.0,3630947.434334727,0.0,0.0
5001097730000,42838.0,146086.0,18490.0,H,SPINDLE,13982.0,2015-10-01,,4584.27,,GREAT WESTERN OPERATING,67W,NIOBRARA,12663.0,01S,1.0,,7799.0,WILLOW BEND LD,18-23HN,0.0,2542701.1700620884,0.0,0.0
5001097720000,112547.0,314442.0,60140.0,H,SPINDLE,50405.0,2014-08-01,,4458.2,,GREAT WESTERN OPERATING,67W,NIOBRARA,12482.0,01S,1.0,,7838.37,WILLOW BEND LD,18-22HN,0.0,2970634.517082813,1.0,1.0
5001098410000,64313.0,269514.0,19394.0,H,WATTENBERG,23404.0,2015-10-01,,4463.02,,GREAT WESTERN OPERATING,67W,CODELL,12708.0,01S,1.0,,8045.0,WILLOW BEND LD,18-361HC,0.0,3141627.728123833,0.0,0.0
5001098450000,246332.0,420351.0,176273.0,H,WATTENBERG,97243.0,2015-06-01,,4658.59,,WARD PETR,67W,CODELL,12816.0,01S,1.0,,7841.0,WARD RIVERDALE,14-4-12HC,0.0,3998956.675565462,1.0,0.0
5001098470000,250738.0,348722.0,192618.0,H,WATTENBERG,93034.0,2015-10-01,,5786.57,,WARD PETR,66W,CODELL,12510.0,01S,1.0,,7707.0,ANDERSON,19-1-10HC,0.0,3938536.6315469267,1.0,0.0
5001098580000,147990.0,118273.0,128278.0,H,WATTENBERG,110590.0,2017-08-01,9607.0,5250.96,17959.0,WARD PETR,67W,NIOBRARA,17952.0,01S,1.0,8352.0,7772.0,SCHAEFER,2536-1-4HC,0.0,15339412.873448169,1.0,1.0
5001098600000,137220.0,137641.0,114280.0,H,WATTENBERG,95156.0,2017-08-01,,4535.6,,WARD PETR,67W,NIOBRARA,17914.0,01S,1.0,,7650.0,SCHAEFER,2413-3-15HN,0.0,15359724.03150996,1.0,1.0
5001099260000,90668.0,100378.0,73938.0,H,WATTENBERG,60840.0,2016-12-01,,5265.93,,WARD PETR,67W,CODELL,12885.0,01S,1.0,,7904.0,WARD RIVERDALE,15-2-11HC,0.0,450365.96611647494,1.0,0.0
5001099410000,192841.0,282836.0,145702.0,H,WATTENBERG,77329.0,2016-06-01,,3889.91,,WARD PETR,66W,CODELL,12607.0,01S,1.0,,7666.0,ANDERSON,18-3-11HC,0.0,4837280.389505562,1.0,0.0
5001099930000,47646.0,49814.0,39344.0,H,WATTENBERG,1877.0,2017-06-01,,9350.72,,GREAT WESTERN OPERATING,67W,CODELL,18298.0,01S,1.0,,8005.0,OCHO LD,17-367HC,0.0,4936225.160167595,1.0,1.0
5001099940000,32229.0,60482.0,22149.0,H,WATTENBERG,2094.0,2017-06-01,,9375.69,,GREAT WESTERN OPERATING,67W,NIOBRARA,18072.0,01S,1.0,,7755.0,OCHO LD,17-367HN,0.0,4936225.160167596,1.0,1.0
5001099960000,44950.0,48596.0,36851.0,H,WATTENBERG,10842.0,2017-06-01,,9498.45,,GREAT WESTERN OPERATING,67W,CODELL,18443.0,01S,1.0,,8005.0,OCHO LD,17-364HC,0.0,4936225.160167596,1.0,1.0
5001100010000,197971.0,235555.0,158712.0,H,WATTENBERG,117923.0,2017-06-01,,9435.09,,GREAT WESTERN OPERATING,67W,NIOBRARA,18271.0,01S,1.0,,7843.0,OCHO LD,17-365HN,0.0,4936225.160167596,1.0,1.0
5005071730000,196830.0,341679.0,139883.0,H,DJ HORIZONTAL NIOBRARA,58973.0,2013-11-01,3995.0,4643.03,12088.0,CONOCO PHILLIPS,64W,NIOBRARA,12221.0,04S,2.0,8093.0,7719.0,WATKINS,4-64-19-1H,0.0,6467822.2934332825,1.0,1.0
5005071790000,56671.0,87319.0,42118.0,H,DJ HORIZONTAL NIOBRARA,12229.0,2012-11-01,,43.67,,CONOCO PHILLIPS,64W,NIOBRARA,8000.0,04S,1.0,,7999.0,GRIMM 34,4H,0.0,502.68338358000005,1.0,1.0
5005071800000,205038.0,335967.0,149043.0,H,DJ HORIZONTAL NIOBRARA,62014.0,2014-04-01,3983.0,4541.91,11934.0,CONOCO PHILLIPS,64W,NIOBRARA,12142.0,04S,2.0,7951.0,7468.27,BOMHOFF,5-8H,0.0,9913487.174449876,1.0,1.0
5005071890000,127958.0,317858.0,74982.0,H,DJ HORIZONTAL NIOBRARA,45021.0,2014-08-01,3745.0,4628.06,11936.0,CONOCO PHILLIPS,64W,NIOBRARA,12116.0,04S,1.0,8191.0,7736.0,WATKINS,30-5-8H,1.0,6182953.205753662,1.0,0.0
5005071920000,296118.0,597398.0,196552.0,H,DJ HORIZONTAL NIOBRARA,80418.0,2014-08-01,3866.0,4645.77,11974.0,CONOCO PHILLIPS,64W,NIOBRARA,12169.0,04S,1.0,8108.0,7743.0,WATKINS,30-5-4H,1.0,6677629.502834874,1.0,0.0
5005072090000,217121.0,354542.0,158031.0,H,DJ HORIZONTAL NIOBRARA,68933.0,2014-07-01,4079.0,5038.58,12311.0,CONOCO PHILLIPS,64W,NIOBRARA,12436.0,04S,1.0,8232.0,7884.0,TEBO 29,2H,0.0,6019252.006145695,1.0,1.0
5005072100000,178687.0,231810.0,140052.0,H,DJ HORIZONTAL NIOBRARA,56003.0,2014-05-01,,4572.13,,CONOCO PHILLIPS,64W,NIOBRARA,12065.0,05S,1.0,,9793.0,TEBO 4,1H,0.0,11364895.40537524,1.0,1.0
5005072110000,108540.0,172466.0,79796.0,H,DJ HORIZONTAL NIOBRARA,29518.0,2013-12-01,8734.0,9347.06,16539.0,CONOCO PHILLIPS,64W,NIOBRARA,16539.0,04S,2.0,7805.0,7529.0,YOUNGBERG 10-11,1H,0.0,10664200.761926407,1.0,1.0
5005072120000,106697.0,194399.0,74297.0,H,DJ HORIZONTAL NIOBRARA,25773.0,2014-01-01,3262.0,4139.63,11041.0,CONOCO PHILLIPS,64W,NIOBRARA,11240.0,04S,2.0,7779.0,7427.0,CLINE 4-64 2,1H,0.0,5810192.597105049,1.0,1.0
5005072170000,343751.0,531894.0,255102.0,H,DJ HORIZONTAL NIOBRARA,102079.0,2014-11-01,,504.14,,CONOCO PHILLIPS,65W,NIOBRARA,7961.0,04S,1.0,,7880.0,GRIMM MOTOCROSS 4-65 23-24,1H,0.0,7276202.02741085,1.0,1.0
5005072180000,385233.0,659846.0,275259.0,H,DJ HORIZONTAL NIOBRARA,127814.0,2014-11-01,,9738.92,,CONOCO PHILLIPS,65W,NIOBRARA,17391.0,04S,1.0,,8007.0,SUNSET 4-65 21-22,1H,0.0,14247947.352971653,1.0,1.0
5005072190000,376069.0,476632.0,296630.0,H,DJ HORIZONTAL NIOBRARA,110612.0,2014-09-01,6720.0,7626.51,15016.0,CONOCO PHILLIPS,65W,NIOBRARA,15236.0,05S,1.0,8296.0,8193.0,STATE HARVARD,1H,0.0,11220052.236457802,1.0,0.0
5005072200000,307862.0,371441.0,245955.0,H,DJ HORIZONTAL NIOBRARA,100042.0,2014-10-01,6790.0,7617.49,15054.0,CONOCO PHILLIPS,65W,NIOBRARA,15228.0,05S,1.0,8264.0,7819.0,STATE BLANCA,1H,0.0,8053098.770646543,1.0,0.0
5005072210000,334535.0,453207.0,259001.0,H,DJ HORIZONTAL NIOBRARA,112130.0,2014-12-01,8330.0,9168.78,16710.0,CONOCO PHILLIPS,65W,NIOBRARA,16841.0,05S,1.0,8380.0,7997.0,STATE MASSIVE,1H,1.0,9876653.30777323,1.0,0.0
5005072220000,139312.0,191084.0,107465.0,H,DJ HORIZONTAL NIOBRARA,48930.0,2014-12-01,3815.0,5085.61,12043.0,CONOCO PHILLIPS,65W,NIOBRARA,12263.0,05S,1.0,8228.0,7817.0,STATE ELBERT,1H,0.0,26259555.030419298,1.0,1.0
5005072230000,344270.0,519139.0,257747.0,H,DJ HORIZONTAL NIOBRARA,132479.0,2015-04-01,6370.0,7123.18,14513.0,CONOCO PHILLIPS,65W,NIOBRARA,14645.0,04S,1.0,8143.0,7749.0,PROSPER FARMS 4-65 11-12,1H,0.0,8009359.837994317,1.0,0.0
5005072240000,349067.0,585698.0,251451.0,H,DJ HORIZONTAL NIOBRARA,126674.0,2015-02-01,8717.0,9741.06,17173.0,CONOCO PHILLIPS,65W,NIOBRARA,17305.0,04S,2.0,8456.0,7958.0,SKY RANCH 4-65 9-10,1H,0.0,10403926.846091019,1.0,0.0
5005072260000,298986.0,463222.0,221782.0,H,DJ HORIZONTAL NIOBRARA,102770.0,2015-02-01,8540.0,9314.34,16793.0,CONOCO PHILLIPS,65W,NIOBRARA,16985.0,04S,1.0,8253.0,8061.0,PROPERTY RESERVE 4-65 3-4,1H,0.0,10522598.927548831,1.0,0.0
5005072420000,96481.0,137663.0,73537.0,H,WILDCAT,80383.0,2017-08-01,,6727.54,,CONOCO PHILLIPS,64W,NIOBRARA,15188.0,04S,1.0,,7798.0,MONTEZUMA 4-64 18-13,4H,0.0,10327145.26400438,1.0,0.0
5005072450000,80700.0,88870.0,65888.0,H,DJ HORIZONTAL NIOBRARA,80699.0,2017-10-01,7345.0,8067.05,15180.0,CONOCO PHILLIPS,64W,NIOBRARA,15341.0,04S,1.0,7835.0,7603.11,B&D LAND 4-64 4-5,4BH,0.0,10327145.26400438,1.0,0.0
5005072490000,79793.0,83217.0,65923.0,H,DJ HORIZONTAL NIOBRARA,79792.0,2017-10-01,6300.0,7033.83,14321.0,CONOCO PHILLIPS,65W,NIOBRARA,14488.0,04S,1.0,8021.0,7794.0,PROSPER FARMS 4-65 2-1,4AH,0.0,10327145.26400438,1.0,0.0
5005072500000,67427.0,75205.0,54893.0,H,DJ HORIZONTAL NIOBRARA,67427.0,2017-10-01,6300.0,7059.67,14447.0,CONOCO PHILLIPS,65W,NIOBRARA,14617.0,04S,1.0,8147.0,7785.0,PROSPER FARMS 4-65 2-1,4CH,0.0,10327145.26400438,1.0,0.0
5005072670000,109815.0,160557.0,83055.0,H,WILDCAT,92765.0,2017-10-01,,10267.28,,HIGHLANDS NATURAL RESOURCES CORPORATION,64W,NIOBRARA,18338.0,05S,1.0,,7745.0,WILDHORSE,5-64 15-16-1BHZ,0.0,,1.0,1.0
5005072690000,106354.0,140731.0,82899.0,H,WILDCAT,91200.0,2017-10-01,,10238.4,,HIGHLANDS NATURAL RESOURCES CORPORATION,64W,NIOBRARA,18237.0,05S,1.0,,7828.0,POWELL,5-64 15-16-1CHZ,0.0,,1.0,1.0
5069064450000,101053.0,167619.0,73116.0,H,WATTENBERG,29946.0,2013-10-01,4222.0,4765.98,11657.0,ANADARKO,68W,NIOBRARA,11657.0,05N,1.0,7435.0,7067.06,MIRACLE,33N-12HZ,0.0,1970482.5058726212,1.0,1.0
5069064460000,226667.0,436328.0,153946.0,H,WATTENBERG,44376.0,2013-10-01,4259.0,4783.91,11892.0,ANADARKO,68W,CODELL,11892.0,05N,1.0,7633.0,7211.99,MIRACLE,13C-12HZ,0.0,1992217.3294849058,1.0,1.0
5069064700000,125638.0,255123.0,83118.0,H,WATTENBERG,46528.0,2015-11-01,5871.0,5700.55,13433.0,ANADARKO,68W,NIOBRARA,13558.0,05N,1.0,7562.0,7081.0,MIRACLE,40N-11HZ,0.0,4656857.195093343,1.0,0.0
5069064710000,222388.0,598862.0,122578.0,H,WATTENBERG,48377.0,2015-11-01,5731.0,5769.33,13574.0,ANADARKO,68W,CODELL-FORT HAYS,13682.0,05N,1.0,7843.0,7229.0,MIRACLE,9C-11HZ,0.0,2889895.4213891523,1.0,0.0
5069064770000,168828.0,275832.0,122856.0,H,WATTENBERG,65055.0,2015-11-01,6082.0,5197.22,13738.0,ANADARKO,68W,NIOBRARA,13853.0,05N,1.0,7656.0,6986.0,ENCORE,41N-12HZ,0.0,4746895.322340634,1.0,0.0
5069064780000,255552.0,713564.0,136625.0,H,WATTENBERG,68952.0,2015-11-01,5786.0,5281.44,13820.0,ANADARKO,68W,CODELL,13986.0,05N,1.0,8034.0,7309.0,ENCORE,8C-12HZ,0.0,2955044.647525161,1.0,0.0
5069064790000,299563.0,692076.0,184217.0,H,WATTENBERG,72372.0,2015-11-01,6046.0,5166.22,14054.0,ANADARKO,68W,CARLILE-CODELL-FORT HAYS,14168.0,05N,1.0,8008.0,7304.0,ENCORE,1C-12HZ,0.0,3033698.238933077,1.0,0.0
5069064800000,105288.0,159219.0,78751.0,H,WATTENBERG,46755.0,2015-11-01,5296.0,5443.82,13153.0,ANADARKO,68W,NIOBRARA,13274.0,05N,1.0,7857.0,7175.0,ENCORE,40N-12HZ,0.0,4196028.966484798,1.0,0.0
5069064810000,127968.0,186096.0,96952.0,H,WATTENBERG,52994.0,2015-11-01,6098.0,5175.05,13916.0,ANADARKO,68W,NIOBRARA,14030.0,05N,1.0,7818.0,7158.0,ENCORE,26N-12HZ,0.0,4840202.398372565,1.0,0.0
5069064830000,173388.0,262525.0,129634.0,H,WATTENBERG,76073.0,2016-12-01,8193.0,8536.42,15735.0,ANADARKO,68W,NIOBRARA,15995.0,05N,1.0,7542.0,6998.0,FOLLEY SOUTH,3,0.0,6112509.540517744,1.0,0.0
5069064840000,178649.0,233784.0,139684.0,H,WATTENBERG,81528.0,2016-12-01,9421.0,9725.38,16934.0,ANADARKO,68W,NIOBRARA,17048.0,05N,1.0,7513.0,7008.0,FOLLEY SOUTH,1,0.0,6927678.855519208,1.0,0.0
5069064860000,193003.0,262005.0,149336.0,H,WATTENBERG,88900.0,2016-12-01,10380.0,11733.62,17991.0,ANADARKO,68W,NIOBRARA,18245.0,05N,1.0,7611.0,7049.0,FOLLEY NORTH,1,0.0,7909933.3784583025,1.0,0.0
5123347570000,162108.0,502275.0,78395.0,H,WATTENBERG,67496.0,2013-10-01,3979.0,5213.88,11495.0,NOBLE ENERGY,65W,NIOBRARA,11568.0,03N,2.0,7516.0,7000.85,MOSER H,27-79HN,0.0,3453929.725877225,1.0,1.0
5123349250000,53694.0,76105.0,41010.0,H,WATTENBERG,18880.0,2013-04-01,3878.0,4494.03,11204.0,NOBLE ENERGY,64W,NIOBRARA,11296.0,07N,1.0,7326.0,6849.09,FURROW FEDERAL PC,AB14-63HN,0.0,3385353.300089059,1.0,1.0
5123349520000,164954.0,375653.0,102345.0,H,WATTENBERG,65416.0,2015-01-01,6506.0,5727.96,14287.0,EXTRACTION O&G,67W,NIOBRARA,14407.0,06N,2.0,7781.0,7036.0,FRYE FARMS,7,0.0,7450506.649578058,1.0,1.0
5123352460000,48448.0,115488.0,29200.0,H,WATTENBERG,18895.0,2015-01-01,8714.0,9680.99,15885.0,BONANZA CREEK ENERGY,62W,NIOBRARA,15885.0,07N,2.0,7171.0,6553.0,CROW VALLEY 7-62-24,2H,0.0,6723438.121943215,1.0,1.0
5123352920000,87261.0,223859.0,49951.0,H,WATTENBERG,50227.0,2015-04-01,4049.0,4342.85,11022.0,BONANZA CREEK ENERGY,63W,NIOBRARA,11022.0,05N,1.0,6973.0,6330.0,NORTH PLATTE,J-F-34HNB,0.0,3057582.859992913,1.0,1.0
5123352980000,126311.0,320111.0,72959.0,H,WATTENBERG,54135.0,2015-04-01,4067.0,4318.29,11042.0,BONANZA CREEK ENERGY,63W,NIOBRARA,11042.0,05N,1.0,6975.0,6375.0,NORTH PLATTE,J14-F11-34HNC,0.0,3170723.693689208,1.0,1.0
5123355430000,74425.0,191229.0,42553.0,H,WATTENBERG,32177.0,2015-01-01,3056.0,4101.92,10000.0,BONANZA CREEK ENERGY,61W,NIOBRARA,10000.0,06N,2.0,6944.0,6214.0,MULE DEER 6-61-16,4H,0.0,5241970.905025718,1.0,1.0
5123356770000,149175.0,578719.0,52722.0,H,WATTENBERG,54025.0,2013-06-01,3630.0,4354.99,11017.0,NOBLE ENERGY,65W,NIOBRARA,11142.0,05N,1.0,7387.0,6911.0,THISTLE DOWN STATE PC,F36-65HN,0.0,2581205.8140985835,1.0,1.0
5123358970000,434202.0,1414386.0,198471.0,H,WATTENBERG,77618.0,2013-11-01,6681.0,7081.37,14335.0,ANADARKO,66W,NIOBRARA,14335.0,02N,1.0,7654.0,7239.46,DOVE,22N-13HZ,0.0,3552672.4854555815,1.0,1.0
5123359000000,329651.0,998269.0,163273.0,H,WATTENBERG,74585.0,2013-11-01,6643.0,7082.52,14343.0,ANADARKO,66W,NIOBRARA,14343.0,02N,1.0,7700.0,7250.51,DOVE,25N-13HZ,0.0,3332969.864041524,1.0,1.0
5123359020000,364993.0,1187358.0,167100.0,H,WATTENBERG,76316.0,2013-11-01,6700.0,6962.86,14438.0,ANADARKO,66W,NIOBRARA,14438.0,02N,1.0,7738.0,7288.85,DOVE,32N-13HZ,0.0,3382332.1588204643,1.0,1.0
5123359050000,343134.0,1149021.0,151631.0,H,WATTENBERG,70245.0,2013-10-01,6684.0,7074.8,14335.0,ANADARKO,66W,NIOBRARA,14335.0,02N,1.0,7651.0,7173.09,DOVE,7N-13HZ,0.0,7426217.872065449,1.0,1.0
5123359510000,322748.0,847144.0,181557.0,H,WATTENBERG,66567.0,2013-07-01,9521.0,9853.52,16905.0,ANADARKO,65W,NIOBRARA,16905.0,02N,1.0,7384.0,6972.35,HUDSON,14N-35HZ,0.0,5681189.393840413,1.0,1.0
5123359520000,242170.0,597574.0,142574.0,H,WATTENBERG,55505.0,2013-06-01,9352.0,9858.83,16703.0,ANADARKO,65W,NIOBRARA,16703.0,02N,1.0,7351.0,6956.58,HUDSON,13N-35HZ,0.0,5579864.494538628,1.0,1.0
5123359990000,212718.0,715587.0,93454.0,H,WATTENBERG,48757.0,2013-10-01,4050.0,4581.65,11881.0,ANADARKO,66W,NIOBRARA,11881.0,02N,1.0,7831.0,7389.24,GOBBLER,28N-23HZ,0.0,2232818.3783488716,1.0,1.0
5123360020000,253268.0,663698.0,142652.0,H,WATTENBERG,69252.0,2014-04-01,6198.0,7110.8,13858.0,ANADARKO,65W,NIOBRARA,14247.0,01N,1.0,7660.0,7198.16,THOMASON,11N-31HZ,0.0,4844958.749013082,1.0,1.0
5123360170000,251996.0,939799.0,95363.0,H,WATTENBERG,56749.0,2013-11-01,3944.0,4232.77,11611.0,ANADARKO,66W,NIOBRARA,11611.0,03N,1.0,7667.0,7095.94,VONDERLAGE FED,28N-W31HZ,0.0,1783270.6356941115,1.0,1.0
5123360930000,196810.0,563375.0,102914.0,H,WATTENBERG,59153.0,2013-07-01,3757.0,4306.09,11499.0,CRESTONE PEAK RESOURCES OPERATING LLC,66W,NIOBRARA,11559.0,02N,1.0,7742.0,7306.49,IONE,2C-2H,0.0,2662820.889704177,1.0,1.0
5123361000000,100966.0,154122.0,75279.0,H,WATTENBERG,34761.0,2013-07-01,3614.0,4574.69,11504.0,PDC ENERGY,66W,NIOBRARA,11637.0,07N,2.0,7890.0,7193.37,DALTON,24Q-241,0.0,3132538.9331343877,1.0,1.0
5123361220000,75623.0,164711.0,48171.0,H,WATTENBERG,32289.0,2013-06-01,3793.0,4061.37,11325.0,ANADARKO,67W,NIOBRARA,11325.0,05N,1.0,7532.0,7003.79,SHURVIEW,13N-3HZ,0.0,1653529.6181448835,1.0,1.0
5123361380000,166841.0,476527.0,87420.0,H,WATTENBERG,50147.0,2013-03-01,4017.0,4130.93,11469.0,ANADARKO,65W,NIOBRARA,11469.0,02N,1.0,7452.0,7050.66,REIGLE,28N-4HZ,0.0,1777259.678595912,1.0,1.0
5123362040000,169000.0,465617.0,91397.0,H,WATTENBERG,44411.0,2014-05-01,3964.0,4578.98,11376.0,CRESTONE PEAK RESOURCES OPERATING LLC,68W,NIOBRARA,11440.0,03N,2.0,7412.0,6934.0,LIBERTY,2D-21H,0.0,7883188.969055119,1.0,1.0
5123362180000,287765.0,808897.0,152949.0,H,WATTENBERG,70763.0,2014-02-01,6706.0,7227.42,13951.0,ANADARKO,65W,NIOBRARA,14164.0,02N,1.0,7245.0,7048.13,GITTLEIN,29N-28HZ,1.0,5415509.950197027,1.0,0.0
5123362240000,311054.0,984289.0,147006.0,H,WATTENBERG,59887.0,2013-08-01,4784.0,10883.43,12528.0,ANADARKO,65W,NIOBRARA,12528.0,02N,1.0,7744.0,7394.0,RUSSIAN FIDDLER,35C-18HZ,0.0,5114488.453396574,1.0,1.0
5123362290000,249860.0,883977.0,102531.0,H,WATTENBERG,61860.0,2013-08-01,4983.0,5412.74,12713.0,ANADARKO,65W,NIOBRARA,12713.0,02N,1.0,7730.0,7235.57,RUSSIAN FIDDLER,15N-18HZ,0.0,5297210.22446465,1.0,0.0
5123362510000,205199.0,572445.0,109792.0,H,WATTENBERG,57246.0,2013-07-01,4049.0,4426.11,11811.0,CRESTONE PEAK RESOURCES OPERATING LLC,66W,NIOBRARA,11873.0,02N,1.0,7762.0,7368.98,IONE,2A-2H,0.0,2929209.721637769,1.0,1.0
5123362920000,371841.0,1136884.0,182360.0,H,WATTENBERG,69947.0,2013-05-01,9335.0,9774.42,16675.0,NOBLE ENERGY,65W,NIOBRARA,16675.0,03N,1.0,7340.0,6937.37,DECHANT STATE,38N-1HZ,0.0,3952547.651953152,1.0,1.0
5123362990000,195179.0,757617.0,68909.0,H,WATTENBERG,55188.0,2013-10-01,3778.0,4005.82,10957.0,NOBLE ENERGY,64W,NIOBRARA,11070.0,05N,1.0,7179.0,6572.0,TREBOR B,11-67-1HN,0.0,3576142.917354639,1.0,1.0
5123363000000,166860.0,544304.0,76143.0,H,WATTENBERG,41575.0,2013-05-01,,4572.08,,NOBLE ENERGY,65W,NIOBRARA,11412.0,03N,1.0,,6838.94,DECHANT STATE,37N-E36HZ,0.0,1989356.07003588,1.0,1.0
5123363050000,194589.0,718704.0,74805.0,H,WATTENBERG,48888.0,2015-03-01,4556.0,4825.6,12317.0,ANADARKO,66W,NIOBRARA,12317.0,03N,1.0,7761.0,7204.0,ROBERTS,35N-22HZ,0.0,3361801.468558957,1.0,1.0
5123363060000,175498.0,695267.0,59620.0,H,WATTENBERG,20592.0,2013-12-01,4125.0,4233.16,11722.0,ANADARKO,66W,NIOBRARA,11722.0,03N,1.0,7597.0,7206.74,FARLEY,30N-23HZ,0.0,2079938.4825602234,1.0,1.0
5123363070000,145581.0,607653.0,44305.0,H,WATTENBERG,25441.0,2013-12-01,3955.0,4323.99,11828.0,ANADARKO,66W,NIOBRARA,11883.0,03N,1.0,7873.0,7203.77,FARLEY,1N-23HZ,0.0,2002666.6096465965,1.0,1.0
5123363140000,211593.0,776890.0,82111.0,H,WATTENBERG,51660.0,2015-02-01,4559.0,4766.6,12228.0,ANADARKO,66W,NIOBRARA,12228.0,03N,1.0,7669.0,7234.0,ROBERTS,34N-22HZ,0.0,3405773.296514288,1.0,1.0
5123363180000,217100.0,799866.0,83789.0,H,WATTENBERG,61640.0,2013-06-01,3816.0,4700.75,11085.0,NOBLE ENERGY,64W,NIOBRARA,11201.0,05N,1.0,7269.0,6698.0,SLW RANCH B,"=""01-66-1HN""",0.0,3303914.3804077087,1.0,1.0
5123363290000,215082.0,839244.0,75208.0,H,WATTENBERG,73285.0,2014-04-01,3694.0,4467.07,11110.0,NOBLE ENERGY,65W,NIOBRARA,11209.0,04N,1.0,7416.0,6864.0,NO WORRIES PC,G14-64-1HN,0.0,3449880.4158732626,1.0,1.0
5123363770000,234972.0,834064.0,95961.0,H,WATTENBERG,77497.0,2013-09-01,3830.0,4603.73,10910.0,NOBLE ENERGY,64W,NIOBRARA,10994.0,05N,2.0,7080.0,6492.0,NAKAGAWA,B13-62-1HN,0.0,3614409.231987334,1.0,1.0
5123363810000,155231.0,551393.0,63332.0,H,WATTENBERG,51605.0,2013-06-01,4100.0,5219.91,11723.0,NOBLE ENERGY,65W,NIOBRARA,11723.0,03N,1.0,7623.0,6861.95,DECHANT,37N-E1HZ,0.0,1905890.5860639121,1.0,1.0
5123363820000,131811.0,479916.0,51825.0,H,WATTENBERG,38209.0,2013-06-01,4138.0,5053.75,12384.0,NOBLE ENERGY,65W,NIOBRARA,12384.0,03N,1.0,8246.0,6939.43,DECHANT,37N-W1HZ,0.0,1769395.3367365797,1.0,1.0
5123364050000,161912.0,617901.0,58928.0,H,WATTENBERG,38703.0,2014-04-01,3081.0,3925.17,10190.0,NOBLE ENERGY,64W,NIOBRARA,10282.0,05N,2.0,7109.0,6636.0,COUGAR B,"=""02-69-1HN""",0.0,2725082.210101896,1.0,1.0
5123364080000,269824.0,926386.0,115426.0,H,WATTENBERG,66474.0,2013-05-01,9191.0,9811.46,16517.0,NOBLE ENERGY,65W,NIOBRARA,16517.0,03N,1.0,7326.0,7002.79,DECHANT STATE,36N-E1HZ,0.0,4525512.674086368,1.0,1.0
5123364170000,121969.0,392302.0,56585.0,H,WATTENBERG,41435.0,2013-06-01,4079.0,4698.56,11464.0,NOBLE ENERGY,65W,NIOBRARA,11490.0,03N,1.0,7385.0,6961.41,DECHANT STATE,37N-W36HZ,0.0,1886259.481346502,1.0,1.0
5123364300000,142706.0,397129.0,76518.0,H,WATTENBERG,61516.0,2015-03-01,3839.0,4225.09,11200.0,EXTRACTION O&G,67W,NIOBRARA,11297.59,05N,2.0,7361.0,7161.11,RANCHO WATER VALLEY,12,0.0,4091473.1011455976,1.0,1.0
5123364310000,115674.0,254535.0,73251.0,H,WATTENBERG,54176.0,2015-03-01,3929.0,4503.78,11370.0,EXTRACTION O&G,67W,NIOBRARA,11370.0,05N,2.0,7441.0,6936.0,RANCHO WATER VALLEY,9,0.0,4019725.1737667415,1.0,1.0
